Name,Region,Address,Contact,Curriculum
The Shri Ram School,Haryana,"The Shri Ram School,Moulsari Avenue Phase-3 D. L. F. City, D.l.f. City, Gurgaon, Haryana - 122002 ","['124-4784400', '0124-4784401']",ICSE
The Shri Ram School,Haryana,"The Shri Ram School,Aravali Hamilton Court Complex Phase-4 D. L. F. City, D.l.f. City, Gurgaon, Haryana - 122002 ","['0124-4784300', '0124-4784301']",ICSE
St. Kabir's Residential and Day School,Haryana,"St. Kabir's Residential and Day School,Sector 13 ( P ), Dabra Road, Hisar, Haryana - 125005 ",['www.saintkabir.com/'],ICSE
Christ Raja Convent School,Haryana,"Christ Raja Convent School,Narwana Road, Shivpuri Colony Jind, Jind, Haryana - 126102 ",['1993'],ICSE
St. Mary's Convent School,Haryana,"St. Mary's Convent School,Patiala Road, Narwana, Jind, Haryana - 126116 ",['01684-243013'],ICSE
Adarsh Public School,Haryana,"Adarsh Public School,Kunjpura Road Near Power House, Karnal, Haryana - 132001 ","['0184-2265620', '0184-2265679']",ICSE
Little Flower Convent School,Haryana,"Little Flower Convent School,Sector 14, Panchkula, Haryana - 134113 ","['0172-2574527', '0172-2576674']",ICSE
Saupin's School,Haryana,"Saupin's School,Sector 9, Panchkula, Haryana - 134113 ","['0172-2569241', '0172-2563739']",ICSE
St. Xavier's High School,Haryana,"St. Xavier's High School,Sector 20, Panchkula, Haryana - 134109 ","['0172-2552577', '0172-2551844']",ICSE
St. Joseph's High School,Haryana,"St. Joseph's High School,Mandi Dabwali, Sirsa, Haryana - 125104 ",['01668-226188'],ICSE
St. Thomas Higher Secondary School,Haryana,"St. Thomas Higher Secondary School,-135 003, Jagadhri, Yamuna Nagar, Haryana - 135003 ",['01732-247574'],ICSE
Sacred Heart Senior Secondary School,Himachal pradesh,"Sacred Heart Senior Secondary School,Sacred Heart Senior Secondary School, Dalhousie, Chamba, Himachal Pradesh - 176304 ",['hp002cisce.org'],ICSE
International Sahaja Public School,Himachal pradesh,"International Sahaja Public School,Talnoo, Dharamsala Cantt, Kangra, Himachal Pradesh - 176216 ",['hp016cisce.org'],ICSE
Mount Carmel High School,Himachal pradesh,"Mount Carmel High School,Dhugiari ( ), Gaggal, Kangra, Himachal Pradesh - 176209 ","['01892-231277', '09816340442']",ICSE
Mount Carmel School,Himachal pradesh,"Mount Carmel School,Thakurdwara, Kangra, Himachal Pradesh - 176102 ",['01894-238064'],ICSE
Mount Carmel School,Himachal pradesh,"Mount Carmel School,Panthehar Road, Baijnath, Kangra, Himachal Pradesh - 176125 ",['01894-263524'],ICSE
Sacred Heart Sr. Sec. School,Himachal pradesh,"Sacred Heart Sr. Sec. School,P. O. Sidhpur ( Via ) Dari, Dharamsala, Kangra, Himachal Pradesh - 176057 ","['01892-222428', '01892-225052']",ICSE
St. Paul's Senior Secondary School,Himachal pradesh,"St. Paul's Senior Secondary School,Palampur, Kangra, Himachal Pradesh - 176061 ","['01894-230612', '01894-235445']",ICSE
Day Star School,Himachal pradesh,"Day Star School,Post Box #2, Manali, Kullu, Himachal Pradesh - 175131 ","['01902-252100', '01902-252836']",ICSE
Kullu Valley School,Himachal pradesh,"Kullu Valley School,Ramshila, Kullu, Himachal Pradesh - 175101 ","['01902-222895', '01902-222986']",ICSE
Our Lady of The Snows High School,Himachal pradesh,"Our Lady of The Snows High School,Kullu, Himachal Pradesh - 175101 ",['01902-222747'],ICSE
Trinity School,Himachal pradesh,"Trinity School,Mohal, Kullu, Himachal Pradesh - 175126 ",['01902-260542'],ICSE
Auckland House School,Himachal pradesh,"Auckland House School,Shimla, Himachal Pradesh - 171001 ","['0177-2807060', '0177-2658008']",ICSE
Auckland House School For Boys,Himachal pradesh,"Auckland House School For Boys,Belvedere Shimla, Shimla, Himachal Pradesh - 171001 ","['01772651277', '01772807060']",ICSE
Bishop Cotton School,Himachal pradesh,"Bishop Cotton School,Shimla, Himachal Pradesh - 171002 ","['0177-2620880', '0177-2620990']",ICSE
E.C.I. Chalet Day School,Himachal pradesh,"E.C.I. Chalet Day School,The Mall, Shimla, Himachal Pradesh - 171001 ","['0177-2803371', '0177-2806953']",ICSE
Gorton Mission School,Himachal pradesh,"Gorton Mission School,Kotgarh, Shimla, Himachal Pradesh - 172031 ",['01782-222378'],ICSE
Himalayan International School,Himachal pradesh,"Himalayan International School,Kalyani House, Chharabra, Shimla, Himachal Pradesh ",['hp009cisce.org'],ICSE
Shimla Public School,Himachal pradesh,"Shimla Public School,Khalini, Shimla, Himachal Pradesh - 171002 ","['0177-2003850', '0177-2623855']",ICSE
St. Mary's School,Himachal pradesh,"St. Mary's School,Sandal Chakkar, Shimla, Himachal Pradesh - 171005 ","['0177-2831271', '0177-6451544']",ICSE
St. Xavier High School,Himachal pradesh,"St. Xavier High School,Himachali Bhavan, Sanjauli, Shimla, Himachal Pradesh - 171006 ",['0177-2842567'],ICSE
Carmel Convent School,Himachal pradesh,"Carmel Convent School,Shimla Road, Nahan, Sirmaur, Himachal Pradesh - 173001 ",['01702-222809'],ICSE
Dagshai Public School,Himachal pradesh,"Dagshai Public School,Dagshai Cantt, Solan, Himachal Pradesh - 173210 ",['01792-266351'],ICSE
Dayanand Adarsh Vidyalaya,Himachal pradesh,"Dayanand Adarsh Vidyalaya,Dayanand Campus, Sunny Side, Solan, Himachal Pradesh - 173212 ",['01792-223892'],ICSE
Mount Carmel School,Himachal pradesh,"Mount Carmel School,Rakkar Colony, Una, Himachal Pradesh - 174303 ","['01975-238427', '01975-238556']",ICSE
Carmel School,Jharkhand,"Carmel School,P. O., Bokaro Thermal, Bokaro, Jharkhand - 829107 ",['06549-266200'],ICSE
De Nobili School,Jharkhand,"De Nobili School,P. O., Chandrapura, Bokaro, Jharkhand - 828403 ",['7631998026'],ICSE
St. Xavier's School,Jharkhand,"St. Xavier's School,Steel City, Bokaro Steel City, Bokaro, Jharkhand - 827001 ","['06542-246259', '06542-246921']",ICSE
Carmel School,Jharkhand,"Carmel School,Madhupur, Deoghar, Jharkhand - 815353 ",['06438-223026'],ICSE
Madhusthali Vidyapeeth,Jharkhand,"Madhusthali Vidyapeeth,P. O., Madhupur, Deoghar, Jharkhand - 815353 ","['09931565416', '09234179962']",ICSE
St. Francis School,Jharkhand,"St. Francis School,P. O., Jasidih, Deoghar, Jharkhand - 814112 ","['06432-270410', '06432-290303']",ICSE
St. Francis School,Jharkhand,"St. Francis School,P. O. B., B Deoghar, Deoghar, Jharkhand - 814112 ","['06432-222465', '08809169958']",ICSE
Carmel School,Jharkhand,"Carmel School,P. O. Box #23 Opposite Circuit House, Dhanbad, Jharkhand - 828001 ",['0326-2313011'],ICSE
Carmel School,Jharkhand,"Carmel School,P. O. F. R. I, Digwadih, Dhanbad, Jharkhand - 828108 ",['0326-2381386'],ICSE
De Nobili School,Jharkhand,"De Nobili School,Maithon Dam P. O, Dhanbad, Jharkhand - 828207 ","['06540-274377', '09204851563']",ICSE
De Nobili School,Jharkhand,"De Nobili School,Post Box #108 C. M. R. I, C.m.r.i., Dhanbad, Jharkhand - 828207 ",['0326-2396200'],ICSE
De Nobili School,Jharkhand,"De Nobili School,P. O. Mugma, Dhanbad, Jharkhand - 828204 ","['07631998028', '06540-285449']",ICSE
De Nobili School,Jharkhand,"De Nobili School,P. O. Sindri, Dhanbad, Jharkhand - 828122 ","['0326-2245860', '07631998031']",ICSE
De Nobili School,Jharkhand,"De Nobili School,P. O. F. R. I, Dhanbad, Jharkhand - 828108 ","['0326-2381373', '0326-2380542']",ICSE
De Nobili School,Jharkhand,"De Nobili School,P. O. Sijua, Dhanbad, Jharkhand - 828121 ",['7631998029'],ICSE
De Nobili School,Jharkhand,"De Nobili School,Bhuli Post-Bhuli Nagar Dhanbad, Dhanbad, Jharkhand - 828104 ",[''],ICSE
Kako Hill School,Jharkhand,"Kako Hill School,Kanko Muth, Katras, Dhanbad, Jharkhand - 828113 ",['0326-2180255'],ICSE
Loyola School,Jharkhand,"Loyola School,Nehru Road, Chirkunda, Taldanga, Dhanbad, Jharkhand - 828202 ",['www.loyolataldanga.com/'],ICSE
Holy Child School,Jharkhand,"Holy Child School,Dudhani P. O. Dumka, Dumka, Jharkhand - 814101 ","['06434-227776', '06434-231072']",ICSE
N.E.L.C. Don Bosco School,Jharkhand,"N.E.L.C. Don Bosco School,Bandorjuri Mission P. O. Dumka, Dumka, Jharkhand - 814101 ",['1989'],ICSE
St. Joseph's School,Jharkhand,"St. Joseph's School,Bakshi Bandh Road P. O. Dumka, Dumka, Jharkhand - 814101 ",['06434-222921'],ICSE
A.D.L.S. Sunshine School,Jharkhand,"A.D.L.S. Sunshine School,Sakchi, Jamshedpur, East Singhbhum, Jharkhand - 831001 ","['0657-6451170', '0657-2432904']",ICSE
Andhra Association English School,Jharkhand,"Andhra Association English School,Road #1 B. H. Area P. O. Kadma, Jamshedpur, East Singhbhum, Jharkhand - 831005 ","['0657-2306893', '0657-6451294']",ICSE
Carmel Junior College,Jharkhand,"Carmel Junior College,Sonari, Jamshedpur, East Singhbhum, Jharkhand - 831011 ","['0657-2221310', '0657-6540005']",ICSE
Church School,Jharkhand,"Church School,Beldih Triangle, Jamshedpur, East Singhbhum, Jharkhand - 831001 ",['0657-6456689'],ICSE
D.B.M.S. English School,Jharkhand,"D.B.M.S. English School,Road #7 B. H. Area P. O. Kadma, Jamshedpur, East Singhbhum, Jharkhand - 831005 ","['0657-2305367', '0657-2311631']",ICSE
Dayanand Anglo Vedic Public School,Jharkhand,"Dayanand Anglo Vedic Public School,Patel Nagar Agrico, Jamshedpur, East Singhbhum, Jharkhand - 831009 ",['0657-2421744'],ICSE
Dayanand Public School,Jharkhand,"Dayanand Public School,Tapti Road Sakchi, Jamshedpur, East Singhbhum, Jharkhand - 831001 ","['0657-2431799', '0657-3292571']",ICSE
Gulmohur High School,Jharkhand,"Gulmohur High School,TELCO Colony, Jamshedpur, East Singhbhum, Jharkhand - 831004 ",['0657-2286811'],ICSE
Hill Top School,Jharkhand,"Hill Top School,H.S. Road, Telco Colony, Jamshedpur, East Singhbhum, Jharkhand - 831004 ",['https://hilltopschooljamshedpur.org/'],ICSE
J. H. Tarapore School,Jharkhand,"J. H. Tarapore School,Straight Mile Road Dhatkidih, Jamshedpur, East Singhbhum, Jharkhand - 831001 ","['0657-2220420', '0657-2226524']",ICSE
Kerala Public School,Jharkhand,"Kerala Public School,Road #15 Jawahar Nagar Mango, Jamshedpur, East Singhbhum, Jharkhand - 832110 ","['0657-5533415', '0657-2462458']",ICSE
Kerala Public School,Jharkhand,"Kerala Public School,Near Bhetia Park Uliyan Kadma, Jamshedpur, East Singhbhum, Jharkhand - 831005 ","['0657-2308668', '0657-6533412']",ICSE
Kerala Samajam Model School,Jharkhand,"Kerala Samajam Model School,Sakchi, Jamshedpur, East Singhbhum, Jharkhand - 831001 ","['0657-2421810', '0657-6450556']",ICSE
Little Flower School,Jharkhand,"Little Flower School,TELCO Colony, Jamshedpur, East Singhbhum, Jharkhand - 831004 ","['0657-2286140', '0657-2280652']",ICSE
Loyola School,Jharkhand,"Loyola School,Jamshedpur, East Singhbhum, Jharkhand ",['loyola.edu.in/'],ICSE
Motilal Nehru Public School,Jharkhand,"Motilal Nehru Public School,Pipe Line Road Northern Town, Jamshedpur, East Singhbhum, Jharkhand - 831001 ",['0657-2433057'],ICSE
Mount View School,Jharkhand,"Mount View School,P. O. M. G. M. Medical College, Jamshedpur, East Singhbhum, Jharkhand - 831018 ",['0657-2462978'],ICSE
Narbheram Hansraj English School,Jharkhand,"Narbheram Hansraj English School,Kharkai Link Road Bistupur, Jamshedpur, East Singhbhum, Jharkhand - 831001 ","['0657-2249406', '0657-2249796']",ICSE
R. V. S. Academy,Jharkhand,"R. V. S. Academy,Siroman Nagar Dimna Road Mango, Jamshedpur, East Singhbhum, Jharkhand - 831018 ","['0657-2361782', '0657-2362545']",ICSE
Rajendra Vidyalaya,Jharkhand,"Rajendra Vidyalaya,Swarnarekha Link Road Sakchi, Jamshedpur, East Singhbhum, Jharkhand - 831001 ",['0657-2423206'],ICSE
Gulmohur High School,Jharkhand,"Gulmohur High School,TELCO Colony, Jamshedpur, East Singhbhum, Jharkhand - 831004 ",['0657-2286811'],ICSE
J. H. Tarapore School,Jharkhand,"J. H. Tarapore School,Straight Mile Road Dhatkidih, Jamshedpur, East Singhbhum, Jharkhand - 831001 ","['0657-2220420', '0657-2226524']",ICSE
St. John's High School,Jharkhand,"St. John's High School,Jugsalai, Jamshedpur, East Singhbhum, Jharkhand - 831006 ","['0657-2360298', '0657-2232109']",ICSE
Hill Top School,Jharkhand,"Hill Top School,H.S. Road, Telco Colony, Jamshedpur, East Singhbhum, Jharkhand - 831004 ",['https://hilltopschooljamshedpur.org/'],ICSE
Kerala Samajam Model School,Jharkhand,"Kerala Samajam Model School,Sakchi, Jamshedpur, East Singhbhum, Jharkhand - 831001 ","['0657-2421810', '0657-6450556']",ICSE
Kerala Public School,Jharkhand,"Kerala Public School,Road #15 Jawahar Nagar Mango, Jamshedpur, East Singhbhum, Jharkhand - 832110 ","['0657-5533415', '0657-2462458']",ICSE
Kerala Public School,Jharkhand,"Kerala Public School,Near Bhetia Park Uliyan Kadma, Jamshedpur, East Singhbhum, Jharkhand - 831005 ","['0657-2308668', '0657-6533412']",ICSE
Loyola School,Jharkhand,"Loyola School,Jamshedpur, East Singhbhum, Jharkhand ",['loyola.edu.in/'],ICSE
Motilal Nehru Public School,Jharkhand,"Motilal Nehru Public School,Pipe Line Road Northern Town, Jamshedpur, East Singhbhum, Jharkhand - 831001 ",['0657-2433057'],ICSE
Mount View School,Jharkhand,"Mount View School,P. O. M. G. M. Medical College, Jamshedpur, East Singhbhum, Jharkhand - 831018 ",['0657-2462978'],ICSE
Srikrishna Public School,Jharkhand,"Srikrishna Public School,Bistupur, Jamshedpur, East Singhbhum, Jharkhand - 831001 ","['0657-2317239', '0657-2317234']",ICSE
Rajendra Vidyalaya,Jharkhand,"Rajendra Vidyalaya,Swarnarekha Link Road Sakchi, Jamshedpur, East Singhbhum, Jharkhand - 831001 ",['0657-2423206'],ICSE
Ramakrishna Vivekananda Sarada Vidyapith,Jharkhand,"Ramakrishna Vivekananda Sarada Vidyapith,P. O. Bankati P. S. Ghatshila, East Singhbhum, Jharkhand - 832303 ","['06585-225484', '06585-225276']",ICSE
Carmel School,Jharkhand,"Carmel School,P. O. Box #90, Giridih, Jharkhand - 815301 ",['06532-222524'],ICSE
St. Thomas School,Jharkhand,"St. Thomas School,P. O. Godda, Godda, Jharkhand - 814133 ",['06422-222025'],ICSE
Don Bosco School,Jharkhand,"Don Bosco School,Nagar Bamhani, Post Box #10 Gumla, Gumla, Jharkhand - 835207 ",['06524 – 290 806'],ICSE
Carmel Balika Vidyalaya,Jharkhand,"Carmel Balika Vidyalaya,P. B. 54 Hazaribagh Hazaribag-825 301, Hazaribagh, Jharkhand - 825301 ",['06546-226078'],ICSE
Siddharth Public School,Jharkhand,"Siddharth Public School,P. O. Ramgarh Cantt Hazaribag-829 122, Siddarth Nagar, Hazaribagh, Jharkhand - 829122 ",['09234300583'],ICSE
St. Ann's School,Jharkhand,"St. Ann's School,Kaitha Gola Road Hazaribag-829 122, Ramgarh, Hazaribagh, Jharkhand ","['06553-221596', '06553-231252']",ICSE
Edwards English School,Jharkhand,"Edwards English School,P. O. Box #1, Jamtara, Jharkhand - 815351 ","['09934358179', '09308994437']",ICSE
Seventh Day Adventist School,Jharkhand,"Seventh Day Adventist School,2, Karmatar, Jamtara, Jharkhand - 815353 ",['09955873311'],ICSE
Children of The New Dawn School,Jharkhand,"Children of The New Dawn School,Torpa Khunti, Khunti, Jharkhand - 835227 ",['09431102998'],ICSE
St. Clare's School,Jharkhand,"St. Clare's School,Lokai P. O, KOdarma, Koderma, Jharkhand - 825410 ","['06534-252241', '06534-252068']",ICSE
Lievens Academy,Jharkhand,"Lievens Academy,Kutmu, Lohardaga, Jharkhand - 835302 ",['06526-295507'],ICSE
Sacred Heart School,Jharkhand,"Sacred Heart School,Chianki P. O., Daltonganj, Palamu, Jharkhand ",['jh007cisce.org'],ICSE
Patratu School of Economics,Jharkhand,"Patratu School of Economics,P. O. Patratu Thermal Power Station, Ramgarh, Jharkhand - 829119 ","['06553-286085', '06553-286604']",ICSE
Bishop Hartmann Academy,Jharkhand,"Bishop Hartmann Academy,Ara Gate, Mahilong, Ranchi, Ranchi, Jharkhand - 835103 ",['1996'],ICSE
Bishop Westcott Boys' School,Jharkhand,"Bishop Westcott Boys' School,P. O. Namkum, Ranchi, Jharkhand - 834010 ","['0651-6565004', '0651-2260247']",ICSE
Bishop Westcott Girls' School,Jharkhand,"Bishop Westcott Girls' School,P. O. Namkum, Ranchi, Jharkhand - 834010 ","['0651-2260248', '0651-2260434']",ICSE
Bishop Westcott Girls' School,Jharkhand,"Bishop Westcott Girls' School,P. O. Doranda, Ranchi, Jharkhand - 834002 ",['0651-2490534'],ICSE
Bishop Westcott School,Jharkhand,"Bishop Westcott School,Birsa Munda Rajpath Village Soeko, Via Khunti, Ranchi, Jharkhand - 835210 ","['06528-290532', '06528-220287']",ICSE
Bishop's School,Jharkhand,"Bishop's School,Old H. B. Road, Old H.b. Road, Ranchi, Jharkhand - 834001 ","['0651-2350344', '0651-2350885']",ICSE
Carmel School,Jharkhand,"Carmel School,Samlong, Namkum, Ranchi, Jharkhand - 834010 ","['0651-2261702', '0651-2462290']",ICSE
Don Bosco Academy,Jharkhand,"Don Bosco Academy,Village Konka P. O. Mccluskiegunj, Ranchi, Jharkhand - 829208 ",['06531-276372'],ICSE
Don Bosco School,Jharkhand,"Don Bosco School,Khorhatoli P. O. Box 201, Kokar, Ranchi, Jharkhand - 834001 ","['0651-2532659', '0651-2532631']",ICSE
Loreto Convent,Jharkhand,"Loreto Convent,P. O. Box #17 Doranda H. P. O, Ranchi, Jharkhand - 834002 ",['0651-2410042'],ICSE
Mazzarello School,Jharkhand,"Mazzarello School,Sahera Via Tetri Namkum P. O, Ranchi, Jharkhand - 834010 ",['0651-3294375'],ICSE
Mount Carmel School,Jharkhand,"Mount Carmel School,Ormanjhi P. O. Chackla, Ranchi, Jharkhand - 835219 ",['0651-2814529'],ICSE
S. D. A. Senior Secondary School,Jharkhand,"S. D. A. Senior Secondary School,Khunti, Ranchi, Jharkhand - 835210 ",['06528-220376'],ICSE
Sacred Heart School,Jharkhand,"Sacred Heart School,P. O., Hulhundu, Ranchi, Jharkhand - 835221 ",['1962'],ICSE
Seventh Day Adventist High School,Jharkhand,"Seventh Day Adventist High School,Bariatu Road, Baragain, Ranchi, Jharkhand - 834009 ",['0651-2541829'],ICSE
St. Anthony's School,Jharkhand,"St. Anthony's School,North Office Para Doranda P. O. Hinoo, Ranchi, Jharkhand - 834002 ",['0651-2413801'],ICSE
St. Charles School,Jharkhand,"St. Charles School,Hesag, Hatia, Ranchi, Jharkhand - 834003 ","['0651-2290774', '0651-2291591']",ICSE
St. Francis School,Jharkhand,"St. Francis School,Harmu Housing Colony, Ranchi, Jharkhand - 834012 ",['0651-2246549'],ICSE
St. Francis School,Jharkhand,"St. Francis School,Samlong Namkum P. O, Ranchi, Jharkhand - 834010 ",['0651-2940382'],ICSE
St. Mathias School,Jharkhand,"St. Mathias School,Dhurwa-Lodhma-Karra-Rourkela-Mumbai Main Road Sithiyo Ranchi, Ranchi, Jharkhand - 834004 ","['06516570712', '06512480555']",ICSE
St. Mathias School,Jharkhand,"St. Mathias School,Dhurwa-Lodhma-Karra-Rourkela-Mumbai Main Road Sithiyo Ranchi, Ranchi, Jharkhand - 834004 ","['06516570712', '06512480555']",ICSE
Mazzarello School,Jharkhand,"Mazzarello School,Sahera Via Tetri Namkum P. O, Ranchi, Jharkhand - 834010 ",['0651-3294375'],ICSE
St. Xavier's School,Jharkhand,"St. Xavier's School,Doranda P. O. P. O. Box #16, Ranchi, Jharkhand - 834002 ","['0651-2253777', '0651-2252444']",ICSE
St. Thomas School,Jharkhand,"St. Thomas School,Sector-3, Dhurwa, Ranchi, Jharkhand - 834004 ",['1972'],ICSE
St. Xavier's School,Jharkhand,"St. Xavier's School,Sahibganj, Jharkhand - 816109 ",['06436-222084'],ICSE
St. Francis De Sales School,Jharkhand,"St. Francis De Sales School,Near Civil Court Seraikella P. O. Seraikella, Kharsawan, Seraikela Kharsawan, Jharkhand - 833219 ",['06597234157'],ICSE
V. S. Public School,Jharkhand,"V. S. Public School,Village-Khatuakudar Sini, Kharsawan, Seraikela Kharsawan, Jharkhand - 833220 ",['+916597290998'],ICSE
Xavier School,Jharkhand,"Xavier School,Gamharia Xite Campus Behind Tata Complex Colony Jamshedpur, Kharsawan, Seraikela Kharsawan, Jharkhand - 832108 ","['06576540318', '06576452112']",ICSE
J.H. Tarapore School,Jharkhand,"J.H. Tarapore School,Road #3 P. O. Agrico, Jamshedpur, West Singhbhum, Jharkhand - 831009 ","['0657-2225551', '0657-6540701']",ICSE
